discussions_count,comments_count,movie_count,screenshot_count,awards_count,link_count,file_size_mb,change_notes,certified_compatible,creator_count,featured_collection_count,visitors_count,favorites_count,accepted,posted_time,updated_time,passed_time,media_count,class_count,item_slot_count,submitted_by_submitter,class_scout,class_soldier,class_pyro,class_demoman,class_heavy,class_engineer,class_medic,class_sniper,class_spy,item_slot_headgear,item_slot_misc,item_slot_taunt,item_slot_weapon
0,14,1,4,0,0,1.682,1,0,1,12,676,67,0,1444009200.0,1444009200.0,0.0,5,1,1,21,0,0,0,1,0,0,0,0,0,0,0,0,1
5,39,2,5,0,0,7.757,2,0,1,24,3325,196,0,1444019220.0,1444844400.0,825180.0,7,1,1,36,0,0,1,0,0,0,0,0,0,0,0,0,1
0,26,0,0,0,0,0.641,2,0,1,13,1014,37,0,1323407760.0,1323408060.0,300.0,0,1,1,12,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6,0,5,0,0,6.269,1,1,4,16,2014,91,0,1444031700.0,1444031700.0,0.0,5,1,1,13,0,0,0,0,0,0,0,0,1,1,0,0,0
3,51,0,0,0,0,1.8780000000000001,1,0,4,11,4172,184,0,1323408780.0,1323436800.0,28020.0,0,2,1,85,0,1,0,0,1,0,0,0,0,0,1,0,0
4,22,1,5,0,0,5.497,1,0,2,52,5267,438,0,1444039200.0,1444039200.0,0.0,6,1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0
2,3,1,6,2,0,5.417,1,0,3,23,2232,219,0,1444041240.0,1444041240.0,0.0,7,1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,0,3,0,0,6.997,1,1,2,24,2428,167,0,1444046340.0,1444046340.0,0.0,3,1,1,53,0,0,1,0,0,0,0,0,0,0,1,0,0
0,10,0,9,1,0,4.966,1,1,2,19,2099,165,0,1444047300.0,1444047300.0,0.0,9,4,1,84,1,0,0,1,1,0,1,0,0,0,1,0,0
0,4,1,3,0,0,0.229,1,0,1,24,2157,124,0,1444059900.0,1444059900.0,0.0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,0,4,3,0,4.32,6,1,5,21,6316,434,0,1444060800.0,1513273320.0,69212520.0,4,1,1,95,0,0,0,0,1,0,0,0,0,0,1,0,0
1,4,0,4,2,0,6.282,6,1,5,21,3032,254,0,1444061880.0,1513273380.0,69211500.0,4,1,1,95,0,0,0,0,1,0,0,0,0,0,1,0,0
5,20,0,4,2,0,5.472,2,1,2,21,2760,179,0,1444065420.0,1444065780.0,360.0,4,1,1,380,0,0,1,0,0,0,0,0,0,0,1,0,0
0,6,1,5,1,2,1.138,2,0,2,17,2663,138,0,1444073040.0,1444983840.0,910800.0,6,9,0,61,1,1,1,1,1,1,1,1,1,0,0,0,0
0,2,0,5,0,0,4.779,2,1,1,3,1060,24,0,1444114080.0,1444114500.0,420.0,5,1,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0
1,15,1,6,0,0,7.434,1,1,4,30,3276,201,0,1444115760.0,1444115760.0,0.0,7,1,1,102,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,8,0,0,8.023,1,1,5,22,2287,172,0,1444116060.0,1444116060.0,0.0,9,1,1,102,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,8,0,0,5.287,1,1,5,23,2042,136,0,1444116240.0,1444116240.0,0.0,9,1,1,102,0,0,0,0,0,0,0,0,1,0,1,0,0
2,22,2,8,1,0,6.692,1,1,5,34,6050,404,0,1444116420.0,1444116420.0,0.0,10,1,1,102,0,0,0,0,0,0,0,0,1,0,1,0,0
1,6,1,3,0,2,0.008,1,0,2,16,2525,129,0,1444130820.0,1444130820.0,0.0,4,9,0,61,1,1,1,1,1,1,1,1,1,0,0,0,0
0,4,0,2,0,0,3.327,4,1,1,3,1157,27,0,1444134300.0,1444146780.0,12480.0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
4,15,0,3,0,0,3.771,1,1,1,21,2291,168,0,1444135980.0,1444135980.0,0.0,3,1,1,145,0,0,0,0,0,0,0,0,1,1,0,0,0
4,35,0,3,1,0,10.379,1,1,1,78,7283,555,0,1444136220.0,1444136220.0,0.0,3,9,1,195,1,1,1,1,1,1,1,1,1,1,0,0,0
0,8,0,2,0,0,7.703,1,1,1,11,2417,161,0,1444146960.0,1444146960.0,0.0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,3,3,0,0,0.275,1,0,1,7,1304,55,0,1444154460.0,1444154460.0,0.0,6,9,0,22,1,1,1,1,1,1,1,1,1,0,0,0,0
4,20,0,1,0,0,4.264,4,1,1,12,1890,71,0,1444173600.0,1444276080.0,102480.0,1,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0
5,3080,0,6,1,0,2.8689999999999998,2,0,1,693,145479,6687,0,1335798660.0,1348642500.0,12843840.0,6,1,1,118,0,0,0,0,0,0,0,1,0,0,0,0,1
2,10,1,13,0,0,0.052000000000000005,2,0,1,23,1660,74,0,1444190820.0,1446872820.0,2682000.0,14,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,58,0,3,12,0,5.461,1,1,2,120,14005,954,0,1444202880.0,1444202880.0,0.0,3,1,2,195,0,0,1,0,0,0,0,0,0,1,1,0,0
0,9,2,1,0,0,0.011,1,0,1,18,2587,163,0,1444204440.0,1444204440.0,0.0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,236,0,4,0,0,2.761,2,0,1,64,13786,899,0,1335798780.0,1346832540.0,11033760.0,4,1,1,118,0,0,0,0,0,0,0,1,0,0,0,0,1
0,2,1,2,0,0,0.154,1,0,1,9,1093,33,0,1444213140.0,1444213140.0,0.0,3,9,0,14,1,1,1,1,1,1,1,1,1,0,0,0,0
8,72,3,1,15,0,14.634,3,1,2,150,26991,1401,0,1444220880.0,1444233960.0,13080.0,4,0,1,118,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,1,4,0,0,0.016,1,0,2,17,1938,102,0,1444221000.0,1444221000.0,0.0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,0,4,0,0,5.464,1,1,3,32,2267,208,0,1444221240.0,1444221240.0,0.0,4,1,1,77,0,0,1,0,0,0,0,0,0,0,1,0,0
0,3,0,4,0,0,6.019,3,1,3,24,1291,144,0,1444221300.0,1444593240.0,371940.0,4,1,1,77,0,0,1,0,0,0,0,0,0,0,1,0,0
0,2,0,4,0,0,5.804,1,1,3,16,607,91,0,1444221480.0,1444221480.0,0.0,4,1,1,77,0,0,1,0,0,0,0,0,0,0,1,0,0
0,8,0,0,0,0,2.778,3,1,1,1,1205,16,0,1444222020.0,1444222800.0,780.0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0
0,25,1,2,1,0,0.035,1,0,1,88,5926,331,0,1444251300.0,1444251300.0,0.0,3,9,1,22,1,1,1,1,1,1,1,1,1,0,0,0,1
0,12,1,2,0,0,0.04,1,0,1,41,4236,168,0,1444251660.0,1444251660.0,0.0,3,9,1,22,1,1,1,1,1,1,1,1,1,0,0,0,1
0,5,1,4,2,1,0.009000000000000001,1,0,3,27,2912,129,0,1444279680.0,1444279680.0,0.0,5,9,0,61,1,1,1,1,1,1,1,1,1,0,0,0,0
0,1,1,2,0,0,0.154,1,0,1,20,1623,58,0,1444290000.0,1444290000.0,0.0,3,9,0,14,1,1,1,1,1,1,1,1,1,0,0,0,0
0,8,0,4,2,0,0.459,6,0,2,20,3132,223,0,1444290300.0,1636413960.0,192123660.0,4,9,0,96,1,1,1,1,1,1,1,1,1,0,0,0,0
0,49,0,0,0,0,0.225,2,0,1,5,1233,48,0,1323431160.0,1323483240.0,52080.0,0,1,1,11,0,0,0,0,0,0,1,0,0,0,1,0,0
1,10,1,3,1,1,1.654,2,0,3,46,5164,285,0,1444293300.0,1444295220.0,1920.0,4,9,1,195,1,1,1,1,1,1,1,1,1,0,0,0,1
1,5,0,4,0,0,6.067,2,1,1,19,1559,120,0,1444295160.0,1444302120.0,6960.0,4,1,1,7,0,0,0,0,0,0,0,0,1,0,1,0,0
0,3,0,6,1,0,5.356,1,1,3,26,1788,149,0,1444296480.0,1444296480.0,0.0,6,1,1,78,0,0,0,0,0,0,1,0,0,0,1,0,0
1,8,0,4,0,0,6.624,2,1,1,20,2254,111,0,1444300380.0,1444301520.0,1140.0,4,5,1,95,1,1,0,1,1,0,0,0,1,0,1,0,0
2,549,0,6,1,0,1.749,1,0,1,133,28141,1570,0,1335799140.0,1335799140.0,0.0,6,1,1,118,0,0,0,0,0,0,0,1,0,0,0,0,1
0,8,3,9,0,0,0.6960000000000001,1,0,2,9,1173,59,0,1444307580.0,1444307580.0,0.0,12,1,1,36,0,0,0,1,0,0,0,0,0,0,0,0,1
1,12,1,3,0,0,0.005,2,0,1,18,2883,157,0,1444312140.0,1444528320.0,216180.0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0,4,0,0,6.328,4,1,1,16,1290,37,0,1444312620.0,1444475640.0,163020.0,4,1,1,11,0,0,0,1,0,0,0,0,0,1,0,0,0
0,4,1,1,0,0,0.015,4,0,2,29,2354,90,0,1444313100.0,1600792080.0,156478980.0,2,8,1,87,1,1,1,1,1,1,1,0,1,0,1,0,0
0,38,0,0,0,0,3.025,1,0,1,17,1582,61,0,1323437640.0,1323437700.0,60.0,0,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1
0,4,0,2,0,0,5.51,3,1,1,15,1806,85,0,1444326960.0,1513413060.0,69086100.0,2,1,1,117,0,0,1,0,0,0,0,0,0,1,0,0,0
0,12,2,1,25,0,0.212,1,0,1,21,2608,185,0,1444334040.0,1444334040.0,0.0,3,9,0,380,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,0,3,0,0,3.329,1,1,1,10,1069,32,0,1444335600.0,1444335600.0,0.0,3,1,1,19,0,0,0,0,0,1,0,0,0,0,1,0,0
0,7,0,5,0,0,6.827,3,1,2,33,2771,142,0,1444336740.0,1569339960.0,125003220.0,5,1,1,179,0,1,0,0,0,0,0,0,0,1,0,0,0
0,5,0,5,2,0,7.251,3,1,4,50,3001,329,0,1444336920.0,1489612920.0,45276000.0,5,1,1,430,0,0,0,0,0,1,0,0,0,0,1,0,0
0,2,0,5,2,0,7.207,2,1,4,54,2418,291,0,1444337160.0,1489612680.0,45275520.0,5,1,1,430,0,0,0,0,0,1,0,0,0,0,1,0,0
3,17,0,5,10,0,7.32,2,1,4,85,7341,623,0,1444337280.0,1588776660.0,144439380.0,5,1,1,430,0,0,0,0,0,1,0,0,0,1,0,0,0
0,12,1,2,1,0,0.038,1,0,1,44,3441,176,0,1444339500.0,1444339500.0,0.0,3,9,1,22,1,1,1,1,1,1,1,1,1,0,0,0,1
0,8,3,6,0,0,0.561,1,0,2,8,1028,34,0,1444351740.0,1444351740.0,0.0,9,1,1,36,0,0,1,0,0,0,0,0,0,0,0,0,1
0,19,0,4,2,0,6.157,4,1,3,52,6963,425,0,1444374540.0,1569034560.0,124660020.0,4,1,1,195,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,2,0,0,5.997,1,1,1,14,548,46,0,1444377360.0,1444377360.0,0.0,2,1,1,7,0,0,0,0,0,0,0,0,1,0,1,0,0
1,14,0,3,1,0,6.795,1,1,4,49,1945,263,0,1444378260.0,1444378260.0,0.0,3,1,1,426,1,0,0,0,0,0,0,0,0,0,1,0,0
0,13,0,3,0,0,6.243,1,1,4,33,1945,259,0,1444378380.0,1444378380.0,0.0,3,1,1,426,1,0,0,0,0,0,0,0,0,0,1,0,0
0,8,1,5,3,0,0.122,1,0,2,27,3627,206,0,1444384380.0,1444384380.0,0.0,6,9,0,61,1,1,1,1,1,1,1,1,1,0,0,0,0
0,4,2,1,0,0,0.005,1,0,1,12,2200,120,0,1444459440.0,1444459440.0,0.0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,2,0,0,4.129,1,1,1,13,2877,117,0,1444465680.0,1444465680.0,0.0,2,1,1,16,0,0,0,0,1,0,0,0,0,0,1,0,0
0,2,0,5,0,0,2.6710000000000003,1,1,1,5,1056,25,0,1444468140.0,1444468140.0,0.0,5,1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
1,17,0,2,0,0,5.569,1,1,2,16,1465,137,0,1444471020.0,1444471020.0,0.0,2,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0
4,32,0,4,2,0,5.607,2,1,1,26,2664,291,0,1444483740.0,1444487820.0,4080.0,4,1,1,162,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0,4,1,0,5.359,2,1,1,21,1386,184,0,1444484040.0,1444487940.0,3900.0,4,1,1,162,0,1,0,0,0,0,0,0,0,0,1,0,0
2,9,0,1,0,0,0.664,1,0,1,12,1330,26,0,1444499280.0,1444499280.0,0.0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
1,27,1,4,0,0,4.273,1,1,2,59,7889,612,0,1444500120.0,1605385440.0,160885320.0,5,1,1,179,0,0,1,0,0,0,0,0,0,0,1,0,0
0,7,0,3,0,0,6.766,3,1,1,16,1628,77,0,1444502940.0,1444742520.0,239580.0,3,1,1,11,0,0,1,0,0,0,0,0,0,1,0,0,0
1,7,1,3,0,0,0.011,1,0,1,21,3017,180,0,1444503300.0,1444503300.0,0.0,4,9,0,22,1,1,1,1,1,1,1,1,1,0,0,0,0
1,12,0,2,0,0,3.81,1,1,4,10,2131,112,0,1444513560.0,1444513560.0,0.0,2,1,1,31,0,0,0,1,0,0,0,0,0,0,1,0,0
5,67,0,4,31,0,6.359,1,1,1,96,16051,1394,0,1444523640.0,1444523640.0,0.0,4,1,1,60,0,0,1,0,0,0,0,0,0,0,1,0,0
0,7,1,2,1,0,0.028,2,0,1,6,1132,24,0,1444527180.0,1444627680.0,100500.0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,1,3,0,0,0.005,1,0,1,8,1761,61,0,1444527480.0,1444527480.0,0.0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
12,48,1,4,16,0,5.583,2,1,4,100,13741,1103,0,1444529520.0,1444563660.0,34140.0,5,1,1,39,0,0,0,0,0,1,0,0,0,1,0,0,0
0,6,0,1,0,0,4.431,1,1,1,5,888,17,0,1444538760.0,1444538760.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,17,0,4,2,0,6.702,1,1,3,37,2758,397,0,1444547340.0,1444547340.0,0.0,4,1,1,139,0,1,0,0,0,0,0,0,0,0,1,0,0
1,16,0,4,5,0,5.583,1,1,4,39,6669,582,0,1444547640.0,1444547640.0,0.0,4,1,1,139,0,1,0,0,0,0,0,0,0,0,1,0,0
1,8,0,4,0,0,6.926,1,1,3,41,3127,358,0,1444547820.0,1444547820.0,0.0,4,1,1,139,0,1,0,0,0,0,0,0,0,1,0,0,0
6,16,0,5,17,0,5.757,1,1,5,59,6743,608,0,1444569180.0,1614864780.0,170295600.0,5,1,1,147,0,0,0,1,0,0,0,0,0,0,1,0,0
0,8,0,3,0,0,4.277,1,1,3,22,2990,210,0,1444569420.0,1444569420.0,0.0,3,1,1,95,0,0,0,0,0,0,1,0,0,1,0,0,0
2,6,0,6,4,0,6.856,1,1,5,46,2906,324,0,1444569480.0,1444569480.0,0.0,6,1,1,147,0,0,0,1,0,0,0,0,0,1,0,0,0
1,6,0,6,4,0,5.5120000000000005,1,1,5,52,2634,331,0,1444570320.0,1444570320.0,0.0,6,1,1,147,0,0,0,1,0,0,0,0,0,0,1,0,0
2,6,1,6,0,0,0.005,1,0,1,8,1570,71,0,1444572240.0,1444572240.0,0.0,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
7,43,1,6,4,0,6.696,2,1,5,35,5484,422,0,1444583700.0,1444814280.0,230580.0,7,1,1,153,0,1,0,0,0,0,0,0,0,0,1,0,0
0,4,0,3,0,0,3.939,1,1,2,12,1669,64,0,1444609440.0,1444609440.0,0.0,3,1,1,179,0,0,0,1,0,0,0,0,0,0,1,0,0
1,6,0,4,0,0,10.673,1,1,1,21,3852,150,0,1444611420.0,1444611420.0,0.0,4,6,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0
0,6,0,5,0,0,3.91,1,1,3,20,1855,103,0,1444630200.0,1444630200.0,0.0,5,1,1,60,0,0,0,0,0,0,0,0,1,0,1,0,0
1,3,0,6,0,0,5.547,2,1,2,10,1086,52,0,1444632840.0,1444633320.0,480.0,6,1,1,31,0,0,0,0,0,0,0,0,1,0,1,0,0
0,14,0,5,0,0,5.623,3,1,3,13,1998,98,0,1444636380.0,1444878900.0,242520.0,5,1,1,179,0,0,0,0,0,1,0,0,0,1,0,0,0
1,18,0,1,2,0,10.22,2,1,1,24,3076,229,0,1444642320.0,1444643760.0,1440.0,1,9,1,195,1,1,1,1,1,1,1,1,1,1,0,0,0
5,26,0,7,2,0,6.556,2,1,2,43,4079,351,0,1444645320.0,1462524000.0,17878680.0,7,3,1,210,0,1,1,1,0,0,0,0,0,0,1,0,0
0,8,0,4,1,0,4.138,2,1,1,12,1911,103,0,1444648260.0,1444683420.0,35160.0,4,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,3.833,2,1,1,4,814,11,0,1444658400.0,1444661100.0,2700.0,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
1,6,1,4,0,0,0.021,2,0,1,20,2584,125,0,1444664340.0,1444918860.0,254520.0,5,9,0,22,1,1,1,1,1,1,1,1,1,0,0,0,0
2,9,0,4,8,0,7.703,2,1,4,60,4186,542,0,1444667460.0,1444677600.0,10140.0,4,9,1,430,1,1,1,1,1,1,1,1,1,1,0,0,0
1,7,0,4,2,1,4.78,2,1,4,24,2335,172,0,1444667760.0,1444669560.0,1800.0,4,1,1,172,0,0,0,0,0,1,0,0,0,1,0,0,0
2,20,0,3,3,0,6.062,1,1,4,80,6767,828,0,1444667940.0,1444667940.0,0.0,3,1,1,430,0,0,0,0,0,0,0,1,0,0,1,0,0
2,232,1,1,1,0,0.675,9,0,2,219,9625,685,0,1323511920.0,1327820820.0,4308900.0,2,1,1,23,0,0,0,0,0,1,0,0,0,0,0,0,1
3,24,2,7,0,0,4.788,1,0,1,64,3051,214,0,1444696260.0,1444696260.0,0.0,9,1,1,36,0,0,0,0,0,0,0,1,0,0,0,0,1
21,77,1,2,2,0,5.287,5,1,2,185,30225,1656,0,1444698540.0,1445134740.0,436200.0,3,1,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0
0,20,0,0,0,0,0.295,8,0,1,7,1459,44,0,1323515040.0,1328076360.0,4561320.0,0,1,1,46,0,0,0,1,0,0,0,0,0,0,1,0,0
7,26,0,4,22,0,5.585,2,1,2,147,12216,1066,0,1444743720.0,1444745520.0,1800.0,4,1,1,183,0,0,0,1,0,0,0,0,0,0,1,0,0
3,8,3,1,1,0,0.016,2,0,1,25,2463,166,0,1444745880.0,1444913280.0,167400.0,4,9,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,38,0,5,3,0,10.099,2,1,2,64,5512,576,0,1444746180.0,1444746240.0,60.0,5,1,1,111,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,0,6,0,0,8.306,2,1,1,18,1972,93,0,1444756740.0,1507117500.0,62360760.0,6,9,1,80,1,1,1,1,1,1,1,1,1,1,0,0,0
1,4,0,6,0,0,2.815,1,1,1,14,2103,78,0,1444761180.0,1444761180.0,0.0,6,2,1,66,0,0,1,0,0,1,0,0,0,0,1,0,0
2,8,0,5,2,0,5.51,1,1,1,7,2320,87,0,1444762800.0,1444762800.0,0.0,5,9,1,66,1,1,1,1,1,1,1,1,1,1,0,0,0
0,1,0,2,0,0,0.543,1,0,1,7,1396,41,0,1444763340.0,1444763340.0,0.0,2,1,1,66,0,1,0,0,0,0,0,0,0,0,0,0,1
0,7,1,2,0,0,0.024,1,0,1,15,1575,68,0,1444765920.0,1444765920.0,0.0,3,9,0,22,1,1,1,1,1,1,1,1,1,0,0,0,0
10,55,0,3,20,0,8.807,1,1,2,187,14106,1226,0,1444767180.0,1444767180.0,0.0,3,9,1,430,1,1,1,1,1,1,1,1,1,1,0,0,0
1,5,0,5,0,0,4.801,2,1,2,23,1599,147,0,1444767840.0,1444983180.0,215340.0,5,1,1,9,0,0,1,0,0,0,0,0,0,1,0,0,0
0,230,0,0,2,0,3.318,4,0,3,38,6210,919,0,1323521340.0,1326091080.0,2569740.0,0,1,1,85,0,0,1,0,0,0,0,0,0,0,1,0,0
1,18,0,4,0,0,7.438,4,1,4,20,3828,222,0,1444785120.0,1495285260.0,50500140.0,4,1,1,380,0,0,0,1,0,0,0,0,0,0,1,0,0
2,34,0,2,4,0,5.9350000000000005,2,1,3,41,7577,467,0,1444791900.0,1444864380.0,72480.0,2,1,1,26,0,0,1,0,0,0,0,0,0,0,1,0,0
0,20,0,0,0,0,0.166,1,0,1,4,1201,23,0,1323525360.0,1323525360.0,0.0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0
0,9,0,3,0,0,6.937,3,1,3,21,2034,184,0,1444797840.0,1450382820.0,5584980.0,3,1,1,95,0,0,1,0,0,0,0,0,0,0,1,0,0
0,4,0,3,0,0,6.937,3,1,3,13,1230,145,0,1444798200.0,1450382760.0,5584560.0,3,1,1,95,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,3,0,0,5.682,3,1,3,11,1041,122,0,1444798440.0,1450382700.0,5584260.0,3,1,1,95,0,0,1,0,0,0,0,0,0,0,1,0,0
1,17,0,3,1,0,5.557,5,1,3,74,4660,435,0,1444798920.0,1450382940.0,5584020.0,3,1,1,95,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,3,0,0,5.643,3,1,3,40,2045,229,0,1444799220.0,1450382640.0,5583420.0,3,1,1,95,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,3,0,0,5.573,3,1,3,29,1509,189,0,1444799400.0,1450382640.0,5583240.0,3,1,1,95,0,0,1,0,0,0,0,0,0,0,1,0,0
4,15,2,1,0,0,0.41200000000000003,12,0,1,16,6133,124,0,1444806540.0,1445472720.0,666180.0,3,1,1,31,1,0,0,0,0,0,0,0,0,0,0,1,0
1,6,0,6,0,0,3.032,4,1,1,6,1087,24,0,1444807920.0,1459331160.0,14523240.0,6,3,1,3,0,1,1,1,0,0,0,0,0,0,1,0,0
0,4,0,5,0,0,3.685,1,1,1,8,563,23,0,1444814280.0,1444814280.0,0.0,5,1,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0
0,6,0,5,0,0,5.126,1,1,1,8,522,28,0,1444814700.0,1444814700.0,0.0,5,1,1,8,0,0,0,0,0,0,0,0,1,0,1,0,0
0,5,2,2,0,0,0.008,1,0,1,23,1904,64,0,1444816260.0,1444816260.0,0.0,4,9,0,14,1,1,1,1,1,1,1,1,1,0,0,0,0
1,5,0,3,0,0,6.534,1,1,3,29,1725,202,0,1444816860.0,1444816860.0,0.0,3,1,1,426,1,0,0,0,0,0,0,0,0,0,1,0,0
2,20,0,3,0,0,2.948,1,1,3,33,2645,207,0,1444816980.0,1444816980.0,0.0,3,1,1,426,1,0,0,0,0,0,0,0,0,1,0,0,0
0,14,0,0,0,0,0.157,2,0,1,1,868,17,0,1323531900.0,1323695760.0,163860.0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,0,4,0,0,4.959,1,1,2,20,1647,177,0,1444818840.0,1444818840.0,0.0,4,1,1,9,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1,4,0,0,0.017,2,0,1,21,1940,104,0,1444821000.0,1444858860.0,37860.0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,7,0,0,8.145,1,1,3,17,1373,53,0,1444821180.0,1444821180.0,0.0,7,9,1,195,1,1,1,1,1,1,1,1,1,1,0,0,0
2,16,0,3,0,0,6.892,2,1,1,19,1783,182,0,1444827060.0,1444990140.0,163080.0,3,1,1,145,0,0,0,0,1,0,0,0,0,0,1,0,0
5,10,0,3,0,0,6.671,1,1,1,31,1980,240,0,1444827360.0,1444827360.0,0.0,3,1,1,145,0,0,0,0,0,0,0,1,0,0,1,0,0
2,6,0,2,0,0,6.037,1,1,1,16,1944,146,0,1444827540.0,1444827540.0,0.0,2,2,1,145,1,0,0,1,0,0,0,0,0,0,1,0,0
7,29,0,4,3,0,5.151,1,1,1,39,4233,452,0,1444827720.0,1444827720.0,0.0,4,1,1,145,0,0,1,0,0,0,0,0,0,0,1,0,0
0,17,0,3,0,0,4.353,2,1,1,38,6030,348,0,1444839300.0,1444841160.0,1860.0,3,2,1,162,0,0,0,0,1,0,1,0,0,1,0,0,0
1,10,0,5,3,0,6.789,2,1,3,36,2153,293,0,1444852980.0,1444853160.0,180.0,5,1,1,209,0,0,1,0,0,0,0,0,0,1,0,0,0
3,15,0,5,15,0,6.898,1,1,3,43,3432,426,0,1444853100.0,1444853100.0,0.0,5,1,1,209,0,0,1,0,0,0,0,0,0,0,1,0,0
0,3,0,5,0,0,4.258,1,1,3,25,1139,168,0,1444853220.0,1444853220.0,0.0,5,1,0,209,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0,4,4,0,6.574,2,1,4,33,3053,190,0,1444854300.0,1444854480.0,180.0,4,1,1,209,0,0,0,0,0,0,1,0,0,1,0,0,0
0,2,0,4,0,0,6.523,1,1,4,29,2324,110,0,1444854480.0,1444854480.0,0.0,4,1,1,209,0,0,0,0,0,0,1,0,0,0,1,0,0
0,7,0,5,0,0,6.9190000000000005,1,1,3,23,1546,146,0,1444868700.0,1444868700.0,0.0,5,1,1,380,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4,0,0,6.071,1,1,3,19,829,86,0,1444868940.0,1444868940.0,0.0,4,1,1,380,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0,4,0,0,5.484,2,1,4,19,852,79,0,1444870920.0,1444871040.0,120.0,4,1,1,380,0,1,0,0,0,0,0,0,0,0,1,0,0
0,24,0,4,1,0,6.769,4,1,2,16,2487,186,0,1444878360.0,1513331580.0,68453220.0,4,1,1,179,0,0,0,0,0,0,0,1,0,1,0,0,0
1,22,0,6,1,0,5.5280000000000005,1,1,3,23,3423,228,0,1444879620.0,1444879620.0,0.0,6,1,1,179,0,0,0,0,0,1,0,0,0,0,1,0,0
0,3,3,1,0,0,0.107,2,0,2,11,2086,84,0,1444884720.0,1445558460.0,673740.0,4,9,0,380,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,9,2,2,4.921,1,1,1,4,1031,31,0,1444891980.0,1602748920.0,157856940.0,9,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
11,71,1,5,15,0,9.754,3,1,4,133,17179,1406,0,1444892460.0,1474620060.0,29727600.0,6,9,1,74,1,1,1,1,1,1,1,1,1,0,1,0,0
9,78,2,2,53,1,0.003,4,0,1,127,18915,1375,0,1444907940.0,1445176200.0,268260.0,4,9,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,5,0,0,5.507,1,1,2,9,416,41,0,1444911240.0,1444911240.0,0.0,5,1,1,73,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,5,0,0,5.252,1,1,2,11,653,80,0,1444911300.0,1444911300.0,0.0,5,1,1,73,0,0,0,0,0,0,0,0,1,0,1,0,0
2,32,2,1,0,0,5.048,3,1,4,47,9752,421,0,1444913760.0,1450382580.0,5468820.0,3,0,1,95,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,5,0,0,4.196,1,1,1,3,1285,21,0,1444915920.0,1444915920.0,0.0,5,1,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0
